,all_star_status,team_id,team_full_name,linkBegin,link,fullLink,fullVenueLink,season,team_code,file_code,team_abbreviation,team_name,lat,long,location_name,venue_name,city,state,region,country,first_year_of_play,short_name,franchise_name,club_name,active,spring_league_id,spring_league_name,spring_league_link,spring_league_abbreviation,venue_id,,venue_link,spring_venue_id,spring_venue_link,league_id,league_name,league_link,division_id,division_name,division_link,sport_id,sport_link,sport_name,parent_org_name,parent_org_id,parent_abbr
144,N,566,Clearwater Threshers,https://statsapi.mlb.com,/api/v1/teams/566,https://statsapi.mlb.com/api/v1/teams/566,https://statsapi.mlb.com/api/v1/venues/2700,2022,clr,t566,CLR,Threshers,27.9709,-82.7339,Clearwater,BayCare Ballpark,Clearwater,FL,florida,USA,1985,Clearwater,Clearwater,Threshers,TRUE,NA,,,,2700,,/api/v1/venues/2700,NA,,123,Florida State League,/api/v1/league/123,215,Florida State League West,/api/v1/divisions/215,14,/api/v1/sports/14,Single-A,Philadelphia Phillies,143,PHI
147,N,570,Lakeland Flying Tigers,https://statsapi.mlb.com,/api/v1/teams/570,https://statsapi.mlb.com/api/v1/teams/570,https://statsapi.mlb.com/api/v1/venues/2511,2022,lak,t570,LAK,Flying Tigers,28.0745,-81.9532,Lakeland,Publix Field at Joker Marchant Stadium,Lakeland,FL,florida,USA,1960,Lakeland,Lakeland,Flying Tigers,TRUE,NA,,,,2511,,/api/v1/venues/2511,NA,,123,Florida State League,/api/v1/league/123,215,Florida State League West,/api/v1/divisions/215,14,/api/v1/sports/14,Single-A,Detroit Tigers,116,DET
148,N,507,St. Lucie Mets,https://statsapi.mlb.com,/api/v1/teams/507,https://statsapi.mlb.com/api/v1/teams/507,https://statsapi.mlb.com/api/v1/venues/2856,2022,slu,t507,SLU,Mets,27.3234,-80.4131,Port St. Lucie,Clover Park,Port St. Lucie,FL,florida,USA,1988,St. Lucie,St. Lucie,Mets,TRUE,NA,,,,2856,,/api/v1/venues/2856,NA,,123,Florida State League,/api/v1/league/123,214,Florida State League East,/api/v1/divisions/214,14,/api/v1/sports/14,Single-A,New York Mets,121,NYM
149,N,509,Fort Myers Mighty Mussels,https://statsapi.mlb.com,/api/v1/teams/509,https://statsapi.mlb.com/api/v1/teams/509,https://statsapi.mlb.com/api/v1/venues/2862,2022,ftm,t509,FTM,Mighty Mussels,26.538,-81.8435,Fort Myers,Hammond Stadium,Fort Myers,FL,florida,USA,1992,Fort Myers,Fort Myers,Miracle,TRUE,NA,,,,2862,,/api/v1/venues/2862,NA,,123,Florida State League,/api/v1/league/123,215,Florida State League West,/api/v1/divisions/215,14,/api/v1/sports/14,Single-A,Minnesota Twins,142,MIN
150,N,3390,Bradenton Marauders,https://statsapi.mlb.com,/api/v1/teams/3390,https://statsapi.mlb.com/api/v1/teams/3390,https://statsapi.mlb.com/api/v1/venues/2526,2022,bra,t3390,BRD,Marauders,27.4856,-82.5727,Bradenton,LECOM Park,Bradenton,FL,florida,USA,2010,Bradenton,Bradenton,Marauders,TRUE,NA,,,,2526,,/api/v1/venues/2526,NA,,123,Florida State League,/api/v1/league/123,215,Florida State League West,/api/v1/divisions/215,14,/api/v1/sports/14,Single-A,Pittsburgh Pirates,134,PIT
31,N,512,Toledo Mud Hens,https://statsapi.mlb.com,/api/v1/teams/512,https://statsapi.mlb.com/api/v1/teams/512,https://statsapi.mlb.com/api/v1/venues/2767,2022,tol,t512,TOL,Mud Hens,41.6486,-83.5708,Toledo,Fifth Third Field,Toledo,OH,ohio,USA,1932,Toledo,Toledo,Mud Hens,TRUE,NA,,,,2767,,/api/v1/venues/2767,NA,,117,International League,/api/v1/league/117,221,International League West,/api/v1/divisions/221,11,/api/v1/sports/11,Triple-A,Detroit Tigers,116,DET
32,N,1410,Lehigh Valley IronPigs,https://statsapi.mlb.com,/api/v1/teams/1410,https://statsapi.mlb.com/api/v1/teams/1410,https://statsapi.mlb.com/api/v1/venues/3230,2022,lhv,t1410,LHV,IronPigs,40.6259,-75.4568,Allentown,Coca-Cola Park,Allentown,PA,pennsylvania,USA,2008,Lehigh Valley,Lehigh Valley,IronPigs,TRUE,NA,,,,3230,,/api/v1/venues/3230,NA,,117,International League,/api/v1/league/117,219,International League East,/api/v1/divisions/219,11,/api/v1/sports/11,Triple-A,Philadelphia Phillies,143,PHI
33,N,451,Iowa Cubs,https://statsapi.mlb.com,/api/v1/teams/451,https://statsapi.mlb.com/api/v1/teams/451,https://statsapi.mlb.com/api/v1/venues/2844,2022,iow,t451,IOW,Cubs,41.5805,-93.6204,Des Moines,Principal Park,Des Moines,IA,iowa,USA,1969,Iowa,Iowa,Cubs,TRUE,NA,,,,2844,,/api/v1/venues/2844,NA,,117,International League,/api/v1/league/117,221,International League West,/api/v1/divisions/221,11,/api/v1/sports/11,Triple-A,Chicago Cubs,112,CHC
37,N,531,Scranton/Wilkes-Barre RailRiders,https://statsapi.mlb.com,/api/v1/teams/531,https://statsapi.mlb.com/api/v1/teams/531,https://statsapi.mlb.com/api/v1/venues/2797,2022,swb,t531,SWB,RailRiders,41.3605,-75.6861,Moosic,PNC Field,Moosic,PA,pennsylvania,USA,1989,Scranton/WB,Scranton/WB,RailRiders,TRUE,NA,,,,2797,,/api/v1/venues/2797,NA,,117,International League,/api/v1/league/117,219,International League East,/api/v1/divisions/219,11,/api/v1/sports/11,Triple-A,New York Yankees,147,NYY
38,N,533,Worcester Red Sox,https://statsapi.mlb.com,/api/v1/teams/533,https://statsapi.mlb.com/api/v1/teams/533,https://statsapi.mlb.com/api/v1/venues/5410,2022,wor,t533,WOR,Red Sox,42.257,-71.8008,Worcester,Polar Park,Worcester,MA,massachusetts,USA,1970,Worcester,Worcester,Red Sox,TRUE,NA,,,,5410,,/api/v1/venues/5410,NA,,117,International League,/api/v1/league/117,219,International League East,/api/v1/divisions/219,11,/api/v1/sports/11,Triple-A,Boston Red Sox,111,BOS
39,N,534,Rochester Red Wings,https://statsapi.mlb.com,/api/v1/teams/534,https://statsapi.mlb.com/api/v1/teams/534,https://statsapi.mlb.com/api/v1/venues/2773,2022,roc,t534,ROC,Red Wings,43.1584,-77.6232,Rochester,Frontier Field,Rochester,NY,new york,USA,1927,Rochester,Rochester,Red Wings,TRUE,NA,,,,2773,,/api/v1/venues/2773,NA,,117,International League,/api/v1/league/117,219,International League East,/api/v1/divisions/219,11,/api/v1/sports/11,Triple-A,Washington Nationals,120,WAS
41,N,541,Omaha Storm Chasers,https://statsapi.mlb.com,/api/v1/teams/541,https://statsapi.mlb.com/api/v1/teams/541,https://statsapi.mlb.com/api/v1/venues/4271,2022,oma,t541,OMA,Storm Chasers,41.1512,-96.1096,Papillion,Werner Park,Papillion,NE,nebraska,USA,1969,Omaha,Omaha,Storm Chasers,TRUE,NA,,,,4271,,/api/v1/venues/4271,NA,,117,International League,/api/v1/league/117,221,International League West,/api/v1/divisions/221,11,/api/v1/sports/11,Triple-A,Kansas City Royals,118,KCR
42,N,416,Louisville Bats,https://statsapi.mlb.com,/api/v1/teams/416,https://statsapi.mlb.com/api/v1/teams/416,https://statsapi.mlb.com/api/v1/venues/2724,2022,lou,t416,LOU,Bats,38.2565,-85.7467,Louisville,Louisville Slugger Field,Louisville,KY,kentucky,USA,1982,Louisville,Louisville,Bats,TRUE,NA,,,,2724,,/api/v1/venues/2724,NA,,117,International League,/api/v1/league/117,221,International League West,/api/v1/divisions/221,11,/api/v1/sports/11,Triple-A,Cincinnati Reds,113,CIN
43,N,484,Indianapolis Indians,https://statsapi.mlb.com,/api/v1/teams/484,https://statsapi.mlb.com/api/v1/teams/484,https://statsapi.mlb.com/api/v1/venues/2858,2022,ind,t484,IND,Indians,39.7647,-86.1709,Indianapolis,Victory Field,Indianapolis,IN,indiana,USA,1932,Indianapolis,Indianapolis,Indians,TRUE,NA,,,,2858,,/api/v1/venues/2858,NA,,117,International League,/api/v1/league/117,221,International League West,/api/v1/divisions/221,11,/api/v1/sports/11,Triple-A,Pittsburgh Pirates,134,PIT
44,N,422,Buffalo Bisons,https://statsapi.mlb.com,/api/v1/teams/422,https://statsapi.mlb.com/api/v1/teams/422,https://statsapi.mlb.com/api/v1/venues/2756,2022,buf,t422,BUF,Bisons,42.8804,-78.876,Buffalo,Sahlen Field,Buffalo,NY,new york,USA,1927,Buffalo,Buffalo,Bisons,TRUE,NA,,,,2756,,/api/v1/venues/2756,NA,,117,International League,/api/v1/league/117,219,International League East,/api/v1/divisions/219,11,/api/v1/sports/11,Triple-A,Toronto Blue Jays,141,TOR
46,N,1960,St. Paul Saints,https://statsapi.mlb.com,/api/v1/teams/1960,https://statsapi.mlb.com/api/v1/teams/1960,https://statsapi.mlb.com/api/v1/venues/5472,2022,stp,t1960,STP,Saints,44.9508,-93.0861,St. Paul,CHS Field,St. Paul,MN,minnesota,USA,1993,St. Paul,St. Paul,Saints,TRUE,NA,,,,5472,,/api/v1/venues/5472,NA,,117,International League,/api/v1/league/117,221,International League West,/api/v1/divisions/221,11,/api/v1/sports/11,Triple-A,Minnesota Twins,142,MIN
47,N,552,Syracuse Mets,https://statsapi.mlb.com,/api/v1/teams/552,https://statsapi.mlb.com/api/v1/teams/552,https://statsapi.mlb.com/api/v1/venues/2823,2022,syr,t552,SYR,Mets,43.0792,-76.1676,Syracuse,NBT Bank Stadium,Syracuse,NY,new york,USA,1927,Syracuse,Syracuse,Mets,TRUE,NA,,,,2823,,/api/v1/venues/2823,NA,,117,International League,/api/v1/league/117,219,International League East,/api/v1/divisions/219,11,/api/v1/sports/11,Triple-A,New York Mets,121,NYM
50,N,234,Durham Bulls,https://statsapi.mlb.com,/api/v1/teams/234,https://statsapi.mlb.com/api/v1/teams/234,https://statsapi.mlb.com/api/v1/venues/2541,2022,dub,t234,DUR,Bulls,35.9917,-78.9062,Durham,Durham Bulls Athletic Park,Durham,NC,north carolina,USA,1945,Durham,Durham,Bulls,TRUE,NA,,,,2541,,/api/v1/venues/2541,NA,,117,International League,/api/v1/league/117,219,International League East,/api/v1/divisions/219,11,/api/v1/sports/11,Triple-A,Tampa Bay Rays,139,TBR
51,N,235,Memphis Redbirds,https://statsapi.mlb.com,/api/v1/teams/235,https://statsapi.mlb.com/api/v1/teams/235,https://statsapi.mlb.com/api/v1/venues/2542,2022,mrb,t235,MEM,Redbirds,35.1427,-90.0522,Memphis,AutoZone Park,Memphis,TN,tennessee,USA,1984,Memphis,Memphis,Redbirds,TRUE,NA,,,,2542,,/api/v1/venues/2542,NA,,117,International League,/api/v1/league/117,221,International League West,/api/v1/divisions/221,11,/api/v1/sports/11,Triple-A,St. Louis Cardinals,138,STL
52,N,556,Nashville Sounds,https://statsapi.mlb.com,/api/v1/teams/556,https://statsapi.mlb.com/api/v1/teams/556,https://statsapi.mlb.com/api/v1/venues/4715,2022,nas,t556,NAS,Sounds,36.1733,-86.7874,Nashville,First Horizon Park,Nashville,TN,tennessee,USA,1978,Nashville,Nashville,Sounds,TRUE,NA,,,,4715,,/api/v1/venues/4715,NA,,117,International League,/api/v1/league/117,221,International League West,/api/v1/divisions/221,11,/api/v1/sports/11,Triple-A,Milwaukee Brewers,158,MIL
53,N,494,Charlotte Knights,https://statsapi.mlb.com,/api/v1/teams/494,https://statsapi.mlb.com/api/v1/teams/494,https://statsapi.mlb.com/api/v1/venues/4670,2022,chr,t494,CLT,Knights,35.2284,-80.8508,Charlotte,Truist Field,Charlotte,NC,north carolina,USA,1954,Charlotte,Charlotte,Knights,TRUE,NA,,,,4670,,/api/v1/venues/4670,NA,,117,International League,/api/v1/league/117,219,International League East,/api/v1/divisions/219,11,/api/v1/sports/11,Triple-A,Chicago White Sox,145,CWS
55,N,431,Gwinnett Stripers,https://statsapi.mlb.com,/api/v1/teams/431,https://statsapi.mlb.com/api/v1/teams/431,https://statsapi.mlb.com/api/v1/venues/3810,2022,gwi,t431,GWN,Stripers,34.0405,-83.9944,Lawrenceville,Coolray Field,Lawrenceville,GA,georgia,USA,1966,Gwinnett,Gwinnett,Stripers,TRUE,NA,,,,3810,,/api/v1/venues/3810,NA,,117,International League,/api/v1/league/117,221,International League West,/api/v1/divisions/221,11,/api/v1/sports/11,Triple-A,Atlanta Braves,144,ATL
57,N,564,Jacksonville Jumbo Shrimp,https://statsapi.mlb.com,/api/v1/teams/564,https://statsapi.mlb.com/api/v1/teams/564,https://statsapi.mlb.com/api/v1/venues/2852,2022,jax,t564,JAX,Jumbo Shrimp,30.3248,-81.6457,Jacksonville,121 Financial Ballpark,Jacksonville,FL,florida,USA,1970,Jacksonville,Jacksonville,Jumbo Shrimp,TRUE,NA,,,,2852,,/api/v1/venues/2852,NA,,117,International League,/api/v1/league/117,219,International League East,/api/v1/divisions/219,11,/api/v1/sports/11,Triple-A,Miami Marlins,146,MIA
58,N,568,Norfolk Tides,https://statsapi.mlb.com,/api/v1/teams/568,https://statsapi.mlb.com/api/v1/teams/568,https://statsapi.mlb.com/api/v1/venues/2781,2022,nor,t568,NOR,Tides,36.8427,-76.2802,Norfolk,Harbor Park,Norfolk,VA,virginia,USA,1961,Norfolk,Norfolk,Tides,TRUE,NA,,,,2781,,/api/v1/venues/2781,NA,,117,International League,/api/v1/league/117,219,International League East,/api/v1/divisions/219,11,/api/v1/sports/11,Triple-A,Baltimore Orioles,110,BAL
60,N,445,Columbus Clippers,https://statsapi.mlb.com,/api/v1/teams/445,https://statsapi.mlb.com/api/v1/teams/445,https://statsapi.mlb.com/api/v1/venues/3970,2022,col,t445,COL,Clippers,39.9687,-83.0138,Columbus,Huntington Park,Columbus,OH,ohio,USA,1977,Columbus,Columbus,Clippers,TRUE,NA,,,,3970,,/api/v1/venues/3970,NA,,117,International League,/api/v1/league/117,221,International League West,/api/v1/divisions/221,11,/api/v1/sports/11,Triple-A,Cleveland Guardians,114,CLE
95,N,582,West Michigan Whitecaps,https://statsapi.mlb.com,/api/v1/teams/582,https://statsapi.mlb.com/api/v1/teams/582,https://statsapi.mlb.com/api/v1/venues/2765,2022,wmi,t582,WM,Whitecaps,43.0406,-85.6616,Comstock Park,LMCU Ballpark,Comstock Park,MI,michigan,USA,1982,West Michigan,West Michigan,Whitecaps,TRUE,NA,,,,2765,,/api/v1/venues/2765,NA,,118,Midwest League,/api/v1/league/118,224,Midwest League East,/api/v1/divisions/224,13,/api/v1/sports/13,High-A,Detroit Tigers,116,DET
96,N,584,Fort Wayne TinCaps,https://statsapi.mlb.com,/api/v1/teams/584,https://statsapi.mlb.com/api/v1/teams/584,https://statsapi.mlb.com/api/v1/venues/3790,2022,ftw,t584,FW,TinCaps,41.0744,-85.1449,Fort Wayne,Parkview Field,Fort Wayne,IN,indiana,USA,1993,Fort Wayne,Fort Wayne,TinCaps,TRUE,NA,,,,3790,,/api/v1/venues/3790,NA,,118,Midwest League,/api/v1/league/118,224,Midwest League East,/api/v1/divisions/224,13,/api/v1/sports/13,High-A,San Diego Padres,135,SDP
97,N,456,Great Lakes Loons,https://statsapi.mlb.com,/api/v1/teams/456,https://statsapi.mlb.com/api/v1/teams/456,https://statsapi.mlb.com/api/v1/venues/3189,2022,swm,t456,GL,Loons,43.6097,-84.2394,Midland,Dow Diamond,Midland,MI,michigan,USA,1995,Great Lakes,Great Lakes,Loons,TRUE,NA,,,,3189,,/api/v1/venues/3189,NA,,118,Midwest League,/api/v1/league/118,224,Midwest League East,/api/v1/divisions/224,13,/api/v1/sports/13,High-A,Los Angeles Dodgers,119,LAD
98,N,459,Dayton Dragons,https://statsapi.mlb.com,/api/v1/teams/459,https://statsapi.mlb.com/api/v1/teams/459,https://statsapi.mlb.com/api/v1/venues/2766,2022,day,t459,DAY,Dragons,39.7643,-84.1873,Dayton,Day Air Ballpark,Dayton,OH,ohio,USA,2000,Dayton,Dayton,Dragons,TRUE,NA,,,,2766,,/api/v1/venues/2766,NA,,118,Midwest League,/api/v1/league/118,224,Midwest League East,/api/v1/divisions/224,13,/api/v1/sports/13,High-A,Cincinnati Reds,113,CIN
105,N,550,South Bend Cubs,https://statsapi.mlb.com,/api/v1/teams/550,https://statsapi.mlb.com/api/v1/teams/550,https://statsapi.mlb.com/api/v1/venues/2850,2022,sou,t550,SB,Cubs,41.6706,-86.2583,South Bend,Four Winds Field,South Bend,IN,indiana,USA,1988,South Bend,South Bend,Cubs,TRUE,NA,,,,2850,,/api/v1/venues/2850,NA,,118,Midwest League,/api/v1/league/118,225,Midwest League West,/api/v1/divisions/225,13,/api/v1/sports/13,High-A,Chicago Cubs,112,CHC
108,N,554,Beloit Sky Carp,https://statsapi.mlb.com,/api/v1/teams/554,https://statsapi.mlb.com/api/v1/teams/554,https://statsapi.mlb.com/api/v1/venues/5525,2022,bel,t554,BEL,Sky Carp,42.4974,-89.0422,Beloit,ABC Supply Stadium,Beloit,WI,wisconsin,USA,1982,Beloit,Beloit,Sky Carp,TRUE,NA,,,,5525,,/api/v1/venues/5525,NA,,118,Midwest League,/api/v1/league/118,225,Midwest League West,/api/v1/divisions/225,13,/api/v1/sports/13,High-A,Miami Marlins,146,MIA
111,N,492,Cedar Rapids Kernels,https://statsapi.mlb.com,/api/v1/teams/492,https://statsapi.mlb.com/api/v1/teams/492,https://statsapi.mlb.com/api/v1/venues/2857,2022,ced,t492,CR,Kernels,41.968,-91.6886,Cedar Rapids,Perfect Game Field,Cedar Rapids,IA,iowa,USA,1962,Cedar Rapids,Cedar Rapids,Kernels,TRUE,NA,,,,2857,,/api/v1/venues/2857,NA,,118,Midwest League,/api/v1/league/118,225,Midwest League West,/api/v1/divisions/225,13,/api/v1/sports/13,High-A,Minnesota Twins,142,MIN
114,N,499,Lansing Lugnuts,https://statsapi.mlb.com,/api/v1/teams/499,https://statsapi.mlb.com/api/v1/teams/499,https://statsapi.mlb.com/api/v1/venues/2822,2022,lan,t499,LAN,Lugnuts,42.7342,-84.5498,Lansing,Jackson Field,Lansing,MI,michigan,USA,1996,Lansing,Lansing,Lugnuts,TRUE,NA,,,,2822,,/api/v1/venues/2822,NA,,118,Midwest League,/api/v1/league/118,224,Midwest League East,/api/v1/divisions/224,13,/api/v1/sports/13,High-A,Oakland Athletics,133,OAK
116,N,565,Quad Cities River Bandits,https://statsapi.mlb.com,/api/v1/teams/565,https://statsapi.mlb.com/api/v1/teams/565,https://statsapi.mlb.com/api/v1/venues/2790,2022,qcs,t565,QC,River Bandits,41.5186,-90.5841,Davenport,Modern Woodmen Park,Davenport,IA,iowa,USA,1960,Quad Cities,Quad Cities,River Bandits,TRUE,NA,,,,2790,,/api/v1/venues/2790,NA,,118,Midwest League,/api/v1/league/118,225,Midwest League West,/api/v1/divisions/225,13,/api/v1/sports/13,High-A,Kansas City Royals,118,KCR
117,N,437,Lake County Captains,https://statsapi.mlb.com,/api/v1/teams/437,https://statsapi.mlb.com/api/v1/teams/437,https://statsapi.mlb.com/api/v1/venues/2759,2022,lco,t437,LC,Captains,41.6405,-81.4405,Eastlake,Classic Park,Eastlake,OH,ohio,USA,2003,Lake County,Lake County,Captains,TRUE,NA,,,,2759,,/api/v1/venues/2759,NA,,118,Midwest League,/api/v1/league/118,224,Midwest League East,/api/v1/divisions/224,13,/api/v1/sports/13,High-A,Cleveland Guardians,114,CLE
118,N,443,Peoria Chiefs,https://statsapi.mlb.com,/api/v1/teams/443,https://statsapi.mlb.com/api/v1/teams/443,https://statsapi.mlb.com/api/v1/venues/2821,2022,peo,t443,PEO,Chiefs,40.6876,-89.5997,Peoria,Dozer Park,Peoria,IL,illinois,USA,1983,Peoria,Peoria,Chiefs,TRUE,NA,,,,2821,,/api/v1/venues/2821,NA,,118,Midwest League,/api/v1/league/118,225,Midwest League West,/api/v1/divisions/225,13,/api/v1/sports/13,High-A,St. Louis Cardinals,138,SLC
119,N,572,Wisconsin Timber Rattlers,https://statsapi.mlb.com,/api/v1/teams/572,https://statsapi.mlb.com/api/v1/teams/572,https://statsapi.mlb.com/api/v1/venues/2771,2022,wis,t572,WIS,Timber Rattlers,44.2833,-88.471,Appleton,Fox Cities Stadium,Appleton,WI,wisconsin,USA,1962,Wisconsin,Wisconsin,Timber Rattlers,TRUE,NA,,,,2771,,/api/v1/venues/2771,NA,,118,Midwest League,/api/v1/league/118,225,Midwest League West,/api/v1/divisions/225,13,/api/v1/sports/13,High-A,Milwaukee Brewers,158,MIL
2,N,134,Pittsburgh Pirates,https://statsapi.mlb.com,/api/v1/teams/134,https://statsapi.mlb.com/api/v1/teams/134,https://statsapi.mlb.com/api/v1/venues/31,2022,pit,pit,PIT,Pirates,40.4469,-80.0079,Pittsburgh,PNC Park,Pittsburgh,PA,pennsylvania,USA,1882,Pittsburgh,Pittsburgh,Pirates,TRUE,115,Grapefruit League,/api/v1/league/115,GL,31,,/api/v1/venues/31,2526,/api/v1/venues/2526,104,National League,/api/v1/league/104,205,National League Central,/api/v1/divisions/205,1,/api/v1/sports/1,Major League Baseball,,NA,PIT
3,N,135,San Diego Padres,https://statsapi.mlb.com,/api/v1/teams/135,https://statsapi.mlb.com/api/v1/teams/135,https://statsapi.mlb.com/api/v1/venues/2680,2022,sdn,sd,SD,Padres,32.7073,-117.1589,San Diego,Petco Park,San Diego,CA,california,USA,1968,San Diego,San Diego,Padres,TRUE,114,Cactus League,/api/v1/league/114,CL,2680,,/api/v1/venues/2680,2530,/api/v1/venues/2530,104,National League,/api/v1/league/104,203,National League West,/api/v1/divisions/203,1,/api/v1/sports/1,Major League Baseball,,NA,SDP
5,N,137,San Francisco Giants,https://statsapi.mlb.com,/api/v1/teams/137,https://statsapi.mlb.com/api/v1/teams/137,https://statsapi.mlb.com/api/v1/venues/2395,2022,sfn,sf,SF,Giants,37.7786,-122.3935,San Francisco,Oracle Park,San Francisco,CA,california,USA,1883,San Francisco,San Francisco,Giants,TRUE,114,Cactus League,/api/v1/league/114,CL,2395,,/api/v1/venues/2395,2532,/api/v1/venues/2532,104,National League,/api/v1/league/104,203,National League West,/api/v1/divisions/203,1,/api/v1/sports/1,Major League Baseball,,NA,SFG
6,N,138,St. Louis Cardinals,https://statsapi.mlb.com,/api/v1/teams/138,https://statsapi.mlb.com/api/v1/teams/138,https://statsapi.mlb.com/api/v1/venues/2889,2022,sln,stl,STL,Cardinals,38.6226,-90.195,St. Louis,Busch Stadium,St. Louis,MO,missouri,USA,1892,St. Louis,St. Louis,Cardinals,TRUE,115,Grapefruit League,/api/v1/league/115,GL,2889,,/api/v1/venues/2889,2520,/api/v1/venues/2520,104,National League,/api/v1/league/104,205,National League Central,/api/v1/divisions/205,1,/api/v1/sports/1,Major League Baseball,,NA,STL
11,N,143,Philadelphia Phillies,https://statsapi.mlb.com,/api/v1/teams/143,https://statsapi.mlb.com/api/v1/teams/143,https://statsapi.mlb.com/api/v1/venues/2681,2022,phi,phi,PHI,Phillies,39.9061,-75.1687,Philadelphia,Citizens Bank Park,Philadelphia,PA,pennsylvania,USA,1883,Philadelphia,Philadelphia,Phillies,TRUE,115,Grapefruit League,/api/v1/league/115,GL,2681,,/api/v1/venues/2681,2700,/api/v1/venues/2700,104,National League,/api/v1/league/104,204,National League East,/api/v1/divisions/204,1,/api/v1/sports/1,Major League Baseball,,NA,PHI
12,N,144,Atlanta Braves,https://statsapi.mlb.com,/api/v1/teams/144,https://statsapi.mlb.com/api/v1/teams/144,https://statsapi.mlb.com/api/v1/venues/4705,2022,atl,atl,ATL,Braves,33.8911,-84.4706,Atlanta,Truist Park,Atlanta,GA,georgia,USA,1871,Atlanta,Atlanta,Braves,TRUE,115,Grapefruit League,/api/v1/league/115,GL,4705,,/api/v1/venues/4705,5380,/api/v1/venues/5380,104,National League,/api/v1/league/104,204,National League East,/api/v1/divisions/204,1,/api/v1/sports/1,Major League Baseball,,NA,ATL
14,N,146,Miami Marlins,https://statsapi.mlb.com,/api/v1/teams/146,https://statsapi.mlb.com/api/v1/teams/146,https://statsapi.mlb.com/api/v1/venues/4169,2022,mia,mia,MIA,Marlins,25.7782,-80.2238,Miami,loanDepot park,Miami,FL,florida,USA,1991,Miami,Miami,Marlins,TRUE,115,Grapefruit League,/api/v1/league/115,GL,4169,,/api/v1/venues/4169,2520,/api/v1/venues/2520,104,National League,/api/v1/league/104,204,National League East,/api/v1/divisions/204,1,/api/v1/sports/1,Major League Baseball,,NA,MIA
16,N,158,Milwaukee Brewers,https://statsapi.mlb.com,/api/v1/teams/158,https://statsapi.mlb.com/api/v1/teams/158,https://statsapi.mlb.com/api/v1/venues/32,2022,mil,mil,MIL,Brewers,43.028,-87.9733,Milwaukee,American Family Field,Milwaukee,WI,wisconsin,USA,1968,Milwaukee,Milwaukee,Brewers,TRUE,114,Cactus League,/api/v1/league/114,CL,32,,/api/v1/venues/32,2518,/api/v1/venues/2518,104,National League,/api/v1/league/104,205,National League Central,/api/v1/divisions/205,1,/api/v1/sports/1,Major League Baseball,,NA,MIL
18,N,109,Arizona Diamondbacks,https://statsapi.mlb.com,/api/v1/teams/109,https://statsapi.mlb.com/api/v1/teams/109,https://statsapi.mlb.com/api/v1/venues/15,2022,ari,ari,ARI,D-backs,33.4453,-112.0689,Phoenix,Chase Field,Phoenix,AZ,arizona,USA,1996,Arizona,Arizona,Diamondbacks,TRUE,114,Cactus League,/api/v1/league/114,CL,15,,/api/v1/venues/15,4249,/api/v1/venues/4249,104,National League,/api/v1/league/104,203,National League West,/api/v1/divisions/203,1,/api/v1/sports/1,Major League Baseball,,NA,ARI
21,N,112,Chicago Cubs,https://statsapi.mlb.com,/api/v1/teams/112,https://statsapi.mlb.com/api/v1/teams/112,https://statsapi.mlb.com/api/v1/venues/17,2022,chn,chc,CHC,Cubs,41.9484,-87.6575,Chicago,Wrigley Field,Chicago,IL,illinois,USA,1874,Chi Cubs,Chicago,Cubs,TRUE,114,Cactus League,/api/v1/league/114,CL,17,,/api/v1/venues/17,4629,/api/v1/venues/4629,104,National League,/api/v1/league/104,205,National League Central,/api/v1/divisions/205,1,/api/v1/sports/1,Major League Baseball,,NA,CHC
22,N,113,Cincinnati Reds,https://statsapi.mlb.com,/api/v1/teams/113,https://statsapi.mlb.com/api/v1/teams/113,https://statsapi.mlb.com/api/v1/venues/2602,2022,cin,cin,CIN,Reds,39.0974,-84.5093,Cincinnati,Great American Ball Park,Cincinnati,OH,ohio,USA,1882,Cincinnati,Cincinnati,Reds,TRUE,114,Cactus League,/api/v1/league/114,CL,2602,,/api/v1/venues/2602,3834,/api/v1/venues/3834,104,National League,/api/v1/league/104,205,National League Central,/api/v1/divisions/205,1,/api/v1/sports/1,Major League Baseball,,NA,CIN
24,N,115,Colorado Rockies,https://statsapi.mlb.com,/api/v1/teams/115,https://statsapi.mlb.com/api/v1/teams/115,https://statsapi.mlb.com/api/v1/venues/19,2022,col,col,COL,Rockies,39.7559,-104.9964,Denver,Coors Field,Denver,CO,colorado,USA,1992,Colorado,Colorado,Rockies,TRUE,114,Cactus League,/api/v1/league/114,CL,19,,/api/v1/venues/19,4249,/api/v1/venues/4249,104,National League,/api/v1/league/104,203,National League West,/api/v1/divisions/203,1,/api/v1/sports/1,Major League Baseball,,NA,COL
28,N,119,Los Angeles Dodgers,https://statsapi.mlb.com,/api/v1/teams/119,https://statsapi.mlb.com/api/v1/teams/119,https://statsapi.mlb.com/api/v1/venues/22,2022,lan,la,LAD,Dodgers,34.0739,-118.2421,Los Angeles,Dodger Stadium,Los Angeles,CA,california,USA,1884,LA Dodgers,Los Angeles,Dodgers,TRUE,114,Cactus League,/api/v1/league/114,CL,22,,/api/v1/venues/22,3809,/api/v1/venues/3809,104,National League,/api/v1/league/104,203,National League West,/api/v1/divisions/203,1,/api/v1/sports/1,Major League Baseball,,NA,LAD
